"Input","Target","Progression"
"It's too early to see significant changes. These treatments take time.","Time. We don't have time. He's getting worse, not better","I"
"We're monitoring him closely and adjusting treatment as needed.","That's not good enough. I need to see some real progress, and soon.","I"
"She's stable at the moment, but the surgery carries inherent risks.","Stable. That's not reassuring at all. How could this happen","I"
"Complications are rare, but unfortunately, they can occur.","Rare. So you're saying this is just bad luck. Unacceptable","I"
"We're doing our best to manage the situation and ensure her recovery.","Your best isn't good enough. I want a guarantee, not platitudes","I"
"I can't offer guarantees, but. I can assure you we're fully committed.","Commitments mean nothing without results. I'm losing my patience.","I"
"I understand your anger, but please trust that we're doing everything we can.","Trust. How can. I trust when you can't even give me a straight answer","I"
"He's not responding to the medication as well as we'd hoped.","Not responding. What does that even mean. Why isn't it working","I"
"It's not uncommon for patients to react differently to treatment.","Uncommon. This isn't some experiment. His life is on the line","I"
"We're exploring alternative options to find what's most effective.","Exploring. You should have had a plan, not be figuring it out as you go","I"
"We're working with the best specialists to determine the next steps.","Specialists. I don't care about titles, I care about his wellbeing","I"
"We're doing everything possible to ensure he receives the best care.","That's what you keep saying, but. I'm not seeing any progress","I"
"The tests are inconclusive, we need to run more to get a clear picture.","Inconclusive. What are you waiting for. Do whatever it takes","I"
"We're being thorough to make sure we understand the situation fully.","Thorough. This is taking too long. We need answers now","I"
"More tests will give us the information we need to make the right decisions.","Decisions. You should have been making decisions from the start","I"
"We're not jumping to conclusions, we're taking a systematic approach.","Systematic. This isn't a system, it's my friend's life","I"
