"Input","Target","Progression"
"We want to be sure to catch any changes early on.","Changes. What kind of changes. I'm so scared of what that could mean.","I"
"Any changes could be insignificant, but we need to be thorough.","Insignificant. How can you be so calm. My imagination is running wild.","I"
"We understand your worry, but we're here to answer your questions.","Answer my questions. I need more than answers, I need guarantees.","I"
"We can't offer guarantees, but we're doing everything we can.","Everything. It never feels like enough. This fear is consuming me.","I"
"Your loved one is showing some positive signs.","That's good to hear, but. I'm still on edge. What if it's just a temporary improvement","N"
"We're cautiously optimistic but need to continue monitoring.","Cautiously optimistic. That doesn't sound very reassuring. My fear is overwhelming.","I"
"It's too soon to make any definitive statements, but we're encouraged.","Encouraged. But you also said 'cautiously.' I can't handle this uncertainty.","I"
"We understand your anxiety. We're doing our best to navigate this situation.","Doing your best. I need more than your best, I need a miracle. I'm terrified.","I"
"We'll keep you updated on any significant developments.","Significant developments. What constitutes significant. I'm on pins and needles.","I"
"The procedure went smoothly, but we'll be monitoring their recovery closely.","That's a relief to hear. But how long will they be monitored. I'm anxious.","N"
"It's difficult to say for sure, but we'll keep you informed.","Informed. I need more than information, I need reassurance. What are the risks","I"
"Every procedure carries some level of risk, but we've taken all necessary precautions.","Risks. What kind of risks. I need specifics, not generalities. This is terrifying.","I"
"We understand your apprehension, but we're confident in the procedure's success.","Confident. How can you be confident when there are risks involved. I'm scared.","I"
"We're monitoring them very closely, and the next 24 hours are critical.","Twentyfour hours. That's so long. I can't bear the thought of them being in pain. How are they coping","I"
"They're receiving pain medication, and the nurses are making them as comfortable as possible.","It just feels so helpless, waiting here. Every minute feels like an eternity.","I"
"I know this is incredibly difficult, but please try to stay strong. We'll keep you updated every step of the way.","I'm trying, doctor. I really am. But. I'm terrified.","I"
"We all are, but we're going to do our best. Trust us.","I do trust you, doctor. I just... need to believe they're going to be okay.","D"
"We've completed the tests, and we're still analyzing the results.","And. What does it mean. Is it serious","N"
"It's too early to tell, but we're looking into all possibilities.","But what if it's something really bad. I can't lose them, doctor. They're all. I have.","I"
"I understand your concern, but let's not jump to conclusions. We'll discuss everything once we have a clearer picture.","How long will that be. I can't stand not knowing.","I"
"We should have more information within the next few hours. In the meantime, try to stay calm.","Calm. How can. I be calm when their life could be on the line","I"
"We're doing everything we can to stabilize their condition.","Their condition. What does that even mean. What's happening","N"
"There have been some complications, but we're addressing them.","Complications. What kind of complications. This is all so sudden. Are they going to be okay","I"
"It's too soon to give a definitive answer, but we're working tirelessly.","This is just too much. I can't breathe. I need to know they'll be alright.","I"
