"Input","Target","Progression"
"The prognosis isn't what we hoped for, I'm afraid.","What are you saying. Please, just tell me straight.","N"
"It's not looking good. We're running out of options.","No... no, that can't be true. There has to be something.","I"
"We've explored every avenue, but the disease is very aggressive.","Aggressive... how can this be happening. She's so young.","I"
"I understand this is difficult news to hear.","Difficult. This is more than difficult, it's devastating. What are we supposed to do","D"
"We're here to support you in any way we can.","Support. How can you support us when there's nothing you can do","I"
"We're noticing a decline in their responsiveness.","He's just tired, right. He just needs to rest.","N"
"It's more than just fatigue. We're concerned about his declining condition.","But he was just talking to us yesterday. He seemed okay.","D"
"The deterioration can be rapid with this illness.","This isn't fair. He still has so much life left to live.","I"
"We're doing everything we can to keep him comfortable.","Comfortable. I don't care about comfortable, I want him to get better.","I"
"We're doing everything we can, but their body isn't responding the way we'd hoped.","I understand. It's just...it's just so hard to accept.","D"
"It's important to remember they're receiving the best possible care.","I know, I know. It's just...they seem so fragile. It's scary.","D"
"We're all hoping for a positive turn, and we'll continue to do our best.","Thank you. We're just...we're just clinging to hope right now.","D"
"I understand. It's a difficult situation, and it's okay to feel overwhelmed.","Thank you. It means a lot to hear that.","N"
"I'm afraid the test results weren't what we were hoping for.","That's...that's really hard to hear. We were so hopeful. This is just devastating.","N"
"We're exploring all available options and will continue to provide the best possible care.","It just doesn't seem real. They were so full of life just a few weeks ago.","I"
"I understand this is a lot to process. We're here to support you in any way we can.","It feels like everything is falling apart. I don't know how much more we can take.","I"
"It's okay to feel overwhelmed. We're here to answer any questions and address any concerns you might have.","What if what if they don't get better. I can't even think about that.","I"
"We'll continue to do everything in our power to help them. We're not giving up hope, and neither should you.","It's just so hard...so incredibly hard.","I"
"We need to discuss their prognosis. It's not as positive as we'd like.","Oh no. This can't be happening. Not to them.","N"
"We understand this is difficult news. We want to be completely transparent with you.","This is a nightmare. They're too young for this.","D"
"We're here to answer any questions you may have, and to offer our support during this difficult time.","I don't know what to do, what to think... How can this be happening","D"
"It's okay to feel lost and confused. This is a lot to process. We're here to help you navigate this.","It feels like our whole world is crashing down around us.","D"
"We're committed to providing the best possible care and support, both for them and for you.","Thank you. We appreciate that more than words can express.","N"
"I have some news to share, and it's not easy to say. Their condition has worsened.","I knew it...I could feel it. This is just unbearable. What can we do","N"
"We're doing everything we can to stabilize them, but it's a critical situation.","It feels like we're losing them... I can't lose them.","I"
"I understand this is incredibly distressing. We're here with you every step of the way.","It's just not fair... They're too good, too kind to deserve this.","I"
